Gene,Pt_mRCC_SC_90,Pt_mRCC_SC_1,Pt_mRCC_SC_23,Pt_mRCC_SC_93,Pt_mRCC_SC_39,Pt_mRCC_SC_84,Pt_mRCC_SC_75,Pt_mRCC_SC_79,Pt_mRCC_SC_12,Pt_mRCC_SC_24,Pt_mRCC_SC_36,Pt_mRCC_SC_85,Pt_mRCC_SC_33,Pt_mRCC_SC_81,Pt_mRCC_SC_87,Pt_mRCC_SC_59,Pt_mRCC_SC_56,Pt_mRCC_SC_64,Pt_mRCC_SC_17,Pt_mRCC_SC_43,Pt_mRCC_SC_92,Pt_mRCC_SC_30,Pt_mRCC_SC_57,Pt_mRCC_SC_53,Pt_mRCC_SC_61,Pt_mRCC_SC_11,Pt_mRCC_SC_21,Pt_mRCC_SC_71,Pt_mRCC_SC_5,Pt_mRCC_SC_3,Pt_mRCC_SC_86,Pt_mRCC_SC_69,Pt_mRCC_SC_58,Pt_mRCC_SC_88,Pt_mRCC_SC_10
GOLGA5,5,11,48,43,9,0,2,21,146,19,37,11,171,9,206,6,1,132,0,0,40,200,10,154,45,130,191,473,0,205,92,98,506,19,58
GOLGA6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6C,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6D,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L10,0,0,0,4,0,24,0,0,0,0,0,0,2,1,19,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0
GOLGA6L17P,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
GOLGA6L2,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
GOLGA6L22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L3,0,3,1,0,0,0,3,0,0,31,2,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L4,0,5,6,7,6,170,11,48,0,25,1,4,18,2,28,6,36,5,3,0,0,0,9,0,6,1,0,0,0,64,27,0,25,2,0
GOLGA6L5P,0,0,0,0,0,152,6,3,0,11,0,1,0,1,13,17,2,3,0,0,0,0,1,0,2,1,0,1,0,12,9,0,22,9,0
GOLGA6L6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L9,2,1,3,7,4,35,7,116,0,4,0,8,26,10,19,10,11,2,0,0,12,0,67,0,5,0,0,0,0,9,6,2,75,2,11
GOLGA7,96,20,417,5,4,13,10,0,43,35,13,24,14,8,66,0,11,103,167,36,4,0,12,0,25,2,0,64,0,900,1,0,74,0,39
GOLGA7B,29,24,10,43,2,41,140,8,22,66,52,60,53,44,4,5,47,160,57,61,62,313,44,0,15,125,125,0,0,25,8,105,121,65,9
GOLGA8A,116,467,445,157,59,125,352,1989,9,835,417,812,4,165,157,218,113,121,107,88,239,725,56,305,795,52,107,67,0,1113,328,1197,122,147,168
GOLGA8B,118,47,116,142,34,70,66,50,109,418,221,397,4,115,221,82,316,15,11,740,150,1269,2,42,393,9,54,2,1,87,870,210,56,36,259
GOLGA8CP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8DP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8G,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA8H,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,2,1,1,21,2,0,0,0,0,84,0,0,1,1
GOLGA8IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
GOLGA8J,0,0,0,3,0,1,0,0,9,2,1,4,0,1,0,4,0,0,0,0,3,29,0,0,7,3,1,0,0,0,10,0,0,0,0
GOLGA8K,0,0,0,0,0,9,0,1,33,2,4,0,0,0,0,0,2,0,0,5,0,21,2,0,2,2,1,0,0,1,27,0,0,20,4
GOLGA8M,0,0,0,2,2,0,0,0,0,4,4,2,3,8,0,20,52,0,0,3,3,0,0,0,0,36,0,1,0,1,49,0,0,1,34
GOLGA8N,33,0,1,0,0,48,0,0,16,7,0,11,0,5,2,0,4,3,0,9,0,42,10,1,1,1,0,0,0,1,115,0,0,0,7
GOLGA8O,30,0,1,1,0,4,0,0,6,3,1,5,1,1,0,1,0,1,0,2,0,20,2,0,3,0,0,0,0,0,0,0,0,0,1
GOLGA8R,0,0,0,0,0,0,0,0,16,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
GOLGA8S,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,4
GOLGA8T,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GOLGB1,1793,427,637,858,360,1715,1155,1587,2390,558,822,1145,3114,383,940,326,1148,879,526,2565,169,3380,2839,590,1723,739,824,968,1,412,1601,1019,774,1417,791
GOLIM4,990,740,142,200,157,542,222,111,619,199,295,88,2088,79,322,174,192,112,514,901,49,1085,653,4195,508,969,507,214,2,4507,140,694,1781,213,251
GOLM1,9,216,11,27,18,41,152,63,35,31,95,97,398,61,385,55,0,17,2,3,5,14,2,244,1,66,32,60,1,283,193,34,185,208,79
GOLPH3,451,133,177,72,83,293,136,107,261,51,43,340,679,59,185,55,63,274,745,472,74,11,200,1,138,136,29,1,1,70,269,0,0,347,30
GOLPH3L,139,266,1,62,6,88,64,0,1,7,12,1,514,17,45,1,93,93,0,37,10,0,4,69,45,383,1,2,0,1,0,3,11,1,15
GOLT1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLT1B,743,89,1520,52,120,1387,63,3265,807,42,61,515,704,31,28,3,21,86,13,227,127,569,328,81,199,1495,4,335,1,1664,124,916,232,51,391
GON4L,368,26,9,5,35,434,18,244,48,10,42,33,73,24,17,5,54,38,1,112,18,363,49,145,8,66,4,2,1,427,53,120,11,284,5
GOPC,20,33,0,88,11,6,0,0,19,93,1,0,28,7,0,10,0,11,0,190,0,0,3,0,22,12,1,0,0,258,0,0,989,0,7
GORAB,113,10,62,19,7,11,2,0,0,14,11,3,339,3,152,5,13,17,66,12,1,314,0,0,52,13,19,1,0,342,138,3,667,0,0
GORASP1,0,0,0,23,2,0,19,12,29,194,41,128,136,35,26,8,2,24,8,47,15,0,2,187,4,7,2,0,0,2,1,0,35,0,14
GORASP2,472,1,222,38,11,132,62,22,57,16,75,41,190,50,112,100,318,93,318,132,55,128,34,45,329,126,884,3,1,810,41,161,33,48,120
GOSR1,126,76,20,22,21,247,78,96,99,84,75,81,6,123,77,34,45,62,529,144,45,943,7,0,188,55,5,22,0,210,113,14,2,13,18
GOSR2,75,13,9,28,3,71,51,0,899,38,13,56,15,44,15,0,287,37,75,102,0,120,95,13,4,30,426,105,1,110,22,110,52,88,2
GOT1,656,212,220,89,65,60,61,663,602,73,139,105,801,155,196,29,83,56,800,286,50,2,1014,296,149,93,25,0,1,18,175,895,49,78,21
GOT2,468,235,5,121,6,21,15,16,287,44,60,4,997,101,12,57,131,167,19,47,60,693,66,1,119,292,47,459,0,59,466,324,180,23,31
GP1BA,0,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
GP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GP6,252,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,3,5,0,0,30,0,0,0,0,0,0,0,0,0,0,6
GPA33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPAA1,42,16,13,7,18,0,15,24,127,7,11,99,28,9,2,6,114,1,84,4,3,0,12,3,6,107,1,26,1,8,22,21,97,38,42
GPALPP1,0,21,0,0,9,0,0,0,0,0,0,124,63,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
GPAM,39,15,13,76,0,3,82,4,2,0,54,5,5,12,220,150,20,1,137,60,11,5,1,1,317,360,4,223,0,35,1,192,1,14,10
GPANK1,2,1,49,0,2,92,33,1,71,22,0,21,13,0,8,2,18,73,89,111,2,55,1,0,5,9,0,0,0,35,64,0,33,32,5
GPAT2,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2
GPATCH1,3,6,0,1,1,11,1,8,22,2,1,2,61,0,0,0,40,7,7,1,0,0,29,0,2,6,0,13,0,60,0,0,3,10,1
GPATCH11,6,3,5,7,0,6,2,0,0,1,6,5,12,4,7,5,1,16,0,0,0,15,0,591,6,8,0,0,0,4,0,13,0,11,2
GPATCH2,88,344,1184,261,29,75,705,3,121,883,38,251,3086,57,39,12,1387,68,49,134,20,519,1324,176,162,768,12,1,0,1,365,1,122,154,4
GPATCH2L,77,60,387,259,93,889,44,388,16,240,105,114,1,79,26,68,70,480,0,41,32,371,16,284,180,425,93,100,1,160,35,35,277,20,59
GPATCH3,148,27,1,4,0,0,18,0,4,1,5,7,0,2,8,5,46,1,0,111,0,51,17,10,104,0,0,0,0,48,8,0,12,63,0
GPATCH4,920,125,111,329,60,113,480,3,276,403,148,314,9,125,211,54,1057,535,200,1139,49,186,382,841,236,393,218,187,0,187,821,416,276,319,30
GPATCH8,71,22,50,68,13,140,352,2,393,330,152,38,369,68,151,11,102,396,37,340,53,229,346,581,78,328,456,0,0,890,19,75,70,244,13
GPBP1,22,196,112,42,108,113,253,43,97,298,62,175,765,45,14,19,3,160,15,292,49,682,70,110,146,162,97,7,0,61,255,368,86,27,6
GPBP1L1,102,138,191,69,76,134,442,84,202,275,195,126,392,56,188,18,421,221,564,421,27,734,147,117,154,265,64,446,0,15,216,77,96,62,28
GPC1,0,11,2,20,3,2,16,0,6,0,1,0,76,1,16,0,6,0,0,23,24,0,7,0,0,25,0,0,0,24,1,33,50,0,2
GPC2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPC6,3,22,11,0,0,234,45,1,39,352,22,4,104,77,62,7,6,144,1,26,6,7,231,3,137,150,32,202,1,93,12,7,0,9,0
GPC6.AS1,0,0,0,0,0,0,0,0,0,0,30,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5,0
GPC6.AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,73,0,0
GPCPD1,43,1,27,72,2,126,0,1683,330,207,29,88,51,12,152,6,31,43,9,2,8,112,364,6,140,71,1,5,2,550,211,962,380,9,17
GPD1,12,0,1,1,0,6,0,0,0,0,2,0,190,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
GPD1L,6,0,9,3,0,0,36,0,0,10,0,0,1847,3,10,0,1,0,0,0,0,3,0,0,145,2,3,1,0,0,1,1,0,8,0
GPD2,34,1,0,49,0,211,2,9,48,33,0,292,3,32,41,0,74,42,31,28,9,15,53,0,6,7,0,1,0,2,86,0,100,42,7
GPER1,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
GPHN,0,0,1,38,0,21,5,1,0,0,2,0,220,3,14,5,0,4,0,0,5,0,0,87,86,0,0,0,0,0,5,0,2,2,1
GPI,812,1012,491,340,128,1127,1159,2046,431,1242,551,525,1276,431,69,39,755,399,2697,555,28,464,442,901,479,1278,516,93,1,580,111,188,447,584,513
GPIHBP1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPKOW,12,1,3,21,10,119,11,122,50,10,15,65,0,3,5,0,39,54,33,43,86,4,47,0,96,1,26,1,0,68,8,169,8,1,8
GPLD1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
GPM6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPM6B,0,22,23,1,0,22,144,0,0,0,0,178,0,20,0,1,0,4,0,16,0,0,0,643,40,1,0,2,0,0,0,0,76,0,0
GPN1,23,107,30,11,23,151,219,546,34,36,149,233,889,63,77,15,332,546,147,657,5,498,382,1669,194,271,75,530,1,36,277,729,483,61,179
GPN2,21,17,3,0,0,0,0,0,0,1,0,53,0,4,0,19,1,6,42,7,1,32,0,0,0,0,5,0,0,0,0,0,59,3,2
GPN3,30,52,2,34,15,0,0,11,5,0,19,0,0,3,2,2,0,89,0,24,0,0,20,0,7,1,0,0,0,7,0,0,112,3,2
GPNMB,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93,0,0,1,0,0,0,0
GPR1,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,55,0,0,0,0,0,26,42,0,0,0,0,0,0,0,0,3,0
GPR1.AS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR107,1,81,142,47,5,28,33,2,19,233,31,39,0,41,16,5,7,94,1844,4,29,52,79,0,10,17,564,83,0,49,0,2,7,15,1
GPR108,222,13,1,70,12,36,5,31,47,52,3,14,389,8,39,2,94,3,0,35,5,5,21,0,5,41,0,30,2,64,37,111,40,0,3
GPR132,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR137,0,0,0,13,0,0,0,17,0,4,0,5,3,1,2,0,1,4,6,11,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1
GPR137B,0,0,2,0,7,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR137C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
GPR143,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0
GPR146,0,13,0,0,0,0,2,0,2,0,0,28,17,0,0,0,0,5,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GPR149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR153,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,170,0
GPR155,0,6,60,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR156,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR158.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR160,67,28,152,17,9,0,0,9,10,0,6,144,64,2,23,0,34,0,0,27,1,4,11,0,0,16,0,2,0,16,13,1,6,22,114
GPR161,0,0,1,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
GPR176,9,7,0,0,57,14,2,0,86,24,46,0,1,3,1,0,0,41,1,604,0,1,0,0,9,4,0,0,0,0,0,1,0,0,1
GPR18,0,0,0,0,0,0,13,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0
GPR180,15,52,33,12,21,980,30,0,126,2,44,383,751,49,168,52,20,1,28,29,32,71,4,3,38,10,14,373,1,553,12,19,2,8,2
GPR183,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,210,0,0,0
GPR19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR22,0,330,0,190,0,954,0,16,6,0,2,1,0,82,0,199,0,0,4,0,0,10,0,0,0,87,4,0,0,0,75,0,0,0,0
GPR26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR3,0,0,0,0,0,0,0,17,0,28,6,0,0,0,29,0,1,0,0,0,0,51,0,0,11,0,0,0,0,0,3,0,0,7,0
GPR33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR34,0,0,87,0,0,0,5,0,0,15,0,7,0,0,0,0,1,0,0,68,0,0,0,0,170,0,115,0,0,0,0,0,145,1,0
GPR35,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
GPR37,29,0,0,37,2,5,18,0,0,0,60,0,0,4,0,43,1,2,0,1,3,1,0,110,24,0,3,0,0,116,82,0,2,0,4
GPR37L1,52,1,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,5,0,0,0,0,0,8,0
GPR39,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR52,0,0,0,0,0,8,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR63,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR65,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,24,0,0,0
GPR75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR82,159,16,0,5,0,469,0,1,312,16,2,58,141,3,0,0,155,91,0,0,0,0,918,0,0,1,1,0,0,0,0,0,0,70,1
GPR84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0
GPR87,0,0,0,0,0,1,58,6,10,0,0,0,0,0,1,0,54,8,0,0,0,1,0,1115,0,3,0,0,0,0,579,0,0,0,1
GPR89A,103,53,67,1,4,134,10,7,21,26,0,89,1,1,4,9,1,116,10,4,0,34,34,0,0,10,0,156,1,0,2,0,0,9,0
GPR89B,19,62,3,0,1,33,0,0,2,0,0,28,2,0,2,2,0,11,0,1,0,9,3,2,2,6,1,11,0,0,0,0,0,2,0
GPRASP1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPRC5A,397,892,136,216,7,621,352,18,282,309,168,90,75,21,337,0,129,124,109,17,68,407,154,31,189,36,69,744,2,712,145,1393,192,145,20
GPRC5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPRC5C,0,3,0,0,0,1,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,14,24,0,2,0
GPRC5D,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
GPRIN1,0,2,1,1,0,32,1,0,4,0,0,0,0,0,4,0,0,0,0,52,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
GPRIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPRIN3,0,6,0,2,48,0,0,1,0,1,0,0,1,0,0,24,8,0,0,0,0,2,0,226,0,0,0,2,0,0,9,0,0,0,0
GPS1,3,73,18,10,3,241,53,6,9,8,0,6,24,0,7,1,11,188,0,15,4,0,10,0,10,75,1601,0,0,0,27,0,133,17,36
GPS2,0,35,15,7,6,0,2,20,26,9,22,2,2,7,72,7,53,30,56,46,2,83,3,3,23,98,347,0,0,58,14,571,41,4,1
GPSM1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
GPSM2,1,0,0,6,44,0,0,0,0,0,0,7,0,0,0,6,0,68,0,4,0,0,0,0,0,0,16,0,0,0,7,0,0,0,0
GPSM3,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79,0,0,0,0
GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPT2,0,56,1,33,1,0,40,8,28,5,1,0,210,29,82,1,0,146,4,8,33,0,49,4,9,26,11,1,0,0,0,0,0,0,2
GPX1,731,305,337,518,218,376,575,763,755,608,368,431,1260,171,482,182,1002,775,735,465,310,1202,1136,586,296,430,976,620,3,176,931,270,1379,562,170
GPX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPX3,0,96,1,0,0,0,0,347,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0
GPX4,31,220,223,181,22,148,210,707,221,157,70,62,214,33,202,59,159,97,393,209,43,419,228,180,77,247,357,12,1,371,68,46,400,149,89
GPX6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPX7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GPX8,85,94,353,42,3,81,30,127,3,27,50,23,262,49,164,47,1,0,189,18,7,0,145,509,117,23,546,1269,0,636,625,63,48,181,104
GRAMD1A,0,12,0,17,3,1,0,2,4,0,4,5,0,0,0,0,0,0,4,3,0,1,0,0,11,1,1,0,0,17,25,71,2,9,1
GRAMD1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAMD1C,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,3,90,0,0,0,0,0,0,0,0,0,17,0,0,0
GRAMD2,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAMD3,100,321,129,3,98,511,231,210,146,330,388,119,169,150,572,83,771,286,8,365,154,1540,35,685,335,568,1929,30,1,0,609,738,1,652,184
GRAMD4,5,4,0,6,18,0,2,2,10,0,0,0,0,0,2,0,1,0,0,0,14,0,0,1,0,3,0,1,0,0,1,1,1,7,0
GRAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRASP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRB10,687,98,95,209,84,295,85,56,218,110,170,381,228,59,404,54,73,35,152,249,134,332,145,12,38,207,7,1,0,318,51,86,227,193,64
GRB14,0,0,0,0,0,74,0,49,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
GRB2,306,243,22,128,102,519,146,392,42,262,225,278,688,57,17,82,239,182,275,648,109,1603,350,3354,278,66,12,0,3,1106,242,229,136,178,62
GRB7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GREB1,1,4,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GREB1L,0,0,0,0,7,122,60,0,0,26,40,0,0,8,0,3,0,6,134,3,0,0,163,0,0,2,0,72,0,1,0,0,0,7,13
GREM1,4,0,2,0,0,0,0,0,0,0,37,0,0,0,5,0,9,0,0,246,0,0,0,0,1,0,0,0,0,0,0,7,0,45,1
GREM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
