Gene,PDX_mRCC_SC_1,PDX_mRCC_SC_79,PDX_mRCC_SC_4,PDX_mRCC_SC_87,PDX_mRCC_SC_34,PDX_mRCC_SC_89,PDX_mRCC_SC_69,PDX_mRCC_SC_20,PDX_mRCC_SC_61,PDX_mRCC_SC_5,PDX_mRCC_SC_68,PDX_mRCC_SC_56,PDX_mRCC_SC_3,PDX_mRCC_SC_44,PDX_mRCC_SC_92,PDX_mRCC_SC_63,PDX_mRCC_SC_12,PDX_mRCC_SC_52,PDX_mRCC_SC_70,PDX_mRCC_SC_88,PDX_mRCC_SC_77,PDX_mRCC_SC_90,PDX_mRCC_SC_60,PDX_mRCC_SC_81,PDX_mRCC_SC_95,PDX_mRCC_SC_93,PDX_mRCC_SC_41,PDX_mRCC_SC_80,PDX_mRCC_SC_6,PDX_mRCC_SC_64,PDX_mRCC_SC_15,PDX_mRCC_SC_14,PDX_mRCC_SC_8,PDX_mRCC_SC_94,PDX_mRCC_SC_21,PDX_mRCC_SC_86
FKRP,0,2,0,14,0,25,10,0,5,0,130,0,0,3,0,0,0,0,34,0,0,0,0,8,4,0,0,190,0,0,0,0,0,0,0,5
FKTN,9,0,1,0,66,99,0,1,0,0,7,4,0,11,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,46,0,3,0,0
FLAD1,75,3,0,9,29,71,37,128,13,356,24,7,1,6,2,76,165,86,149,75,0,59,11,14,0,12,104,0,5,5,17,7,0,35,3,127
FLCN,0,1,39,1,1,23,20,6,55,15,0,6,58,3,34,14,36,35,105,17,31,5,3,0,4,24,0,1,14,1,4,4,6,59,1,30
FLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
FLG.AS1,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FLII,0,36,3,173,54,28,63,11,97,19,0,41,0,27,1,2,241,46,206,13,3,4,0,159,33,19,193,16,146,0,31,0,0,177,0,220
FLJ10038,0,0,0,0,205,4,0,0,30,0,0,0,0,0,0,0,0,8,97,0,0,0,1,0,0,12,1,0,168,0,0,0,0,12,0,2
FLJ12825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ13224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ20021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1
FLJ21408,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ22447,0,0,0,0,4,3,112,0,0,0,0,1,0,9,0,0,4,0,175,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0
FLJ23867,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FLJ26245,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ26850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ27354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ30679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
FLJ31104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
FLJ31356,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ31662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FLJ32255,0,2,0,2,0,3,86,0,25,0,0,1,0,6,82,0,0,0,0,51,31,0,0,2,0,3,6,1,2,0,18,96,1,0,0,0
FLJ35934,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ36777,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ37035,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ37201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ37453,0,1,0,0,12,1,0,0,0,0,0,0,0,2,0,0,1,0,42,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FLJ38576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,127,0,0,2,0,0,0,0,0
FLJ40288,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0
FLJ41200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ41941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ42102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ42351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FLJ42393,7,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
FLJ42627,0,0,0,0,0,1,0,6,0,83,0,0,0,14,7,1,0,2,4,0,1,0,0,2,0,0,0,21,0,0,5,0,0,0,0,0
FLJ44635,0,1,0,4,3,1,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
FLJ45079,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLJ45513,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
FLJ46906,43,0,0,0,0,9,46,0,0,0,0,2,0,2,18,69,0,2,0,0,110,1,2,30,3,3,8,0,3,0,1,0,2,9,7,0
FLNA,85,8,42,48,2,24,0,1,6,23,1,9,20,5,0,12,7,15,16,15,69,5,29,0,38,0,45,35,182,1,0,4,22,9,39,27
FLNB,103,9,0,3,185,167,141,61,36,13,58,4,2,37,28,70,9,36,166,15,0,8,13,245,232,1,203,416,70,4,9,0,3,0,44,62
FLNC,32,81,434,6,158,84,246,115,138,23,351,130,26,54,78,161,107,45,225,85,56,410,268,162,20,28,144,106,28,55,22,111,7,49,5,283
FLOT1,1,0,23,8,15,20,107,8,144,3,0,3,127,5,7,15,0,40,173,5,47,403,1,4,4,5,0,0,10,130,19,58,42,13,7,24
FLOT2,0,3,278,0,2,33,0,44,48,0,0,48,0,3,31,0,87,121,1,12,0,0,0,0,10,7,14,1,337,0,0,8,0,2,0,0
FLRT3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0
FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FLT3,139,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FLT3LG,0,0,18,0,0,0,0,0,0,0,0,2,39,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,16,0,0,0
FLT4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLVCR1,46,7,5,6,31,187,43,47,0,566,0,280,9,98,100,0,4,33,204,5,2,0,0,477,0,21,19,11,3,3,2,21,11,242,77,8
FLVCR1.AS1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1
FLVCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FLYWCH1,0,5,0,0,0,4,0,0,0,0,0,31,0,0,0,12,0,0,0,0,345,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
FLYWCH2,1,2,0,2,1,1,13,0,1,0,0,0,1,1,2,0,0,1,3,1,0,0,6,0,2,0,2,0,0,0,0,3,1,0,1,0
FMN1,97,1,16,66,45,72,2,233,2,3,0,7,10,4,2,9,2,6,43,89,0,21,10,0,3,21,9,1,8,2,0,106,4,15,15,2
FMN2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMNL1,0,0,51,0,0,0,2,5,0,0,0,0,1,2,8,6,0,76,0,0,6,0,10,1,2,11,0,13,0,1,1,0,4,0,0,0
FMNL2,137,52,0,158,35,165,173,16,2,1,124,77,0,52,3,4,326,103,254,368,9,11,30,0,0,114,0,400,4,0,67,19,2,51,2,4
FMNL3,0,0,0,0,0,4,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,6,0,1,0,0,1,0
FMO1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,22,0
FMO2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMO4,0,2,0,0,1,1,101,0,93,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
FMO5,0,0,0,6,0,0,0,86,0,0,0,0,0,0,107,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMO6P,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMO9P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMOD,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
FMR1,0,7,8,70,60,150,143,141,28,4,1,0,347,99,2,5,135,381,171,38,6,7,26,315,10,7,0,5,3,3,118,11,3,259,0,4
FMR1.AS1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMR1NB,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FN1,7609,2042,2776,13081,2173,3228,3665,4030,2045,571,2858,485,839,1286,432,7382,2528,242,4402,11763,7637,163,1770,1200,5703,4092,1821,1075,7567,2053,3021,2030,2611,595,2270,2837
FN3KRP,0,0,0,0,22,23,45,0,0,0,0,0,110,4,0,0,0,22,0,0,0,0,0,0,0,0,0,13,20,0,0,0,0,0,15,0
FNBP1,0,3,0,1,18,0,75,4,0,13,0,0,0,0,10,0,0,50,1,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
FNBP1L,0,4,16,0,0,19,3,1,46,93,10,1,0,56,0,5,0,0,63,87,17,0,13,2,9,1,0,0,1,5,0,0,0,0,0,0
FNBP4,241,131,29,7,111,162,88,165,272,40,49,129,36,80,64,32,100,25,156,1,42,0,22,165,0,92,290,54,60,293,67,60,10,299,7,457
FNDC3A,1,34,4,33,20,56,1021,50,624,1,82,14,7,8,154,14,120,290,216,6,751,204,19,30,132,64,5,331,9,3,27,16,9,563,1,124
FNDC3B,1474,63,1289,1648,476,798,2504,2489,1380,765,16,404,128,326,540,162,1705,1483,1269,2089,380,35,166,410,38,302,113,266,565,194,978,147,67,861,43,642
FNDC4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FNDC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FNDC7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FNDC8,41,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
FNDC9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FNIP1,17,49,81,52,635,484,814,131,1375,486,2,368,46,195,934,112,299,388,263,2266,836,61,974,121,9,125,7,308,318,15,532,59,379,103,202,452
FNIP2,39,6,193,0,25,134,203,0,97,375,1,9,7,21,408,148,90,2,398,9,0,369,1,22,0,63,0,30,84,0,25,1,0,50,2,353
FNTA,294,0,0,3,0,25,184,115,23,0,3,0,0,8,36,80,0,110,10,3,287,0,16,1,0,0,25,0,0,15,5,0,0,0,0,0
FNTB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOCAD,14,0,0,11,0,4,2,52,0,1,3,0,7,1,8,0,16,6,103,1,0,66,1,0,0,9,0,14,4,145,31,3,3,38,1,32
FOCAD.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
FOLR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOLR3,0,0,0,0,0,0,1,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0
FOPNL,0,82,36,1,70,52,9,301,49,36,0,107,0,21,134,49,7,62,137,0,97,1687,6,0,1,94,0,149,264,19,88,28,0,157,287,9
FOS,49,1263,3,10,7,70,15,27,153,91,25,4,34,29,148,639,14,40,0,12,7,391,0,3,41,24,795,0,64,1,46,93,17,33,137,200
FOSB,58,29,238,0,5,36,192,296,23,42,13,2,3,15,66,7,10,49,187,0,749,0,64,2,42,9,32,6,0,46,37,0,0,2,26,0
FOSL1,3,373,140,53,48,59,491,75,53,279,533,31,0,17,119,208,365,97,95,420,309,2,198,2,27,71,22,146,715,23,41,11,665,390,34,107
FOSL2,111,1,38,50,1,59,20,15,0,0,213,26,3,12,30,0,5,17,20,239,99,0,112,5,0,19,54,93,210,0,3,145,0,72,186,29
FOXA1,1,6,24,0,7,36,1,60,0,0,1,0,0,15,5,1,43,0,3,1,7,0,10,0,3,4,1,4,0,1,0,0,0,6,0,0
FOXA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXC1,4,0,0,0,0,14,0,0,28,0,0,5,0,4,0,0,0,0,2,0,0,0,0,0,0,37,0,0,0,0,3,0,3,0,0,12
FOXC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXCUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
FOXD1,163,0,29,2,0,55,15,9,0,1,111,25,10,14,6,0,0,19,120,8,1,1,0,1,6,0,2,0,0,27,3,0,4,47,0,12
FOXD2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
FOXD2.AS1,0,0,0,0,18,18,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
FOXD4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
FOXD4L1,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXD4L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXD4L4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXD4L6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXE1,0,0,0,0,0,8,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
FOXE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXJ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXJ2,0,0,96,0,58,4,1,808,8,0,1,20,0,15,0,0,53,185,12,0,0,292,0,0,0,4,0,1,86,0,26,0,147,1,0,0
FOXJ3,83,481,488,9,547,167,545,354,238,953,55,19,254,114,34,200,227,178,1011,57,0,0,18,1047,0,157,502,11,7,2,8,82,73,169,1,12
FOXK1,176,7,24,1,37,12,0,27,5,1,0,8,18,2,0,1,0,7,237,0,0,7,80,0,3,2,1,8,1,53,3,0,1,0,52,9
FOXK2,24,3,16,0,42,48,0,344,201,0,0,2,0,38,21,223,50,14,14,52,0,0,0,0,10,40,7,70,23,1,3,0,0,66,4,1
FOXL1,0,0,0,0,0,1,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4
FOXL2NB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXM1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,201,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
FOXN2,55,9,81,13,14,145,658,415,745,222,16,245,14,46,74,14,111,158,408,430,94,762,475,207,67,96,87,147,246,21,126,125,8,199,0,757
FOXN3,0,0,0,0,1,11,7,0,0,0,0,8,0,4,0,0,0,0,1,0,1,0,0,0,61,3,3,0,0,0,2,373,0,1,0,0
FOXN3.AS1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
FOXO1,0,0,0,2,0,152,58,0,110,0,140,14,0,13,0,7,888,0,3,0,0,0,35,0,50,2,18,0,0,13,0,0,0,79,0,0
FOXO3,156,22,50,523,347,127,379,30,796,355,1,146,16,63,299,63,18,69,424,1,338,397,11,237,0,14,46,434,743,116,208,620,70,551,66,145
FOXO3B,6,3,15,22,10,40,31,12,27,9,0,17,2,9,16,34,0,3,22,0,133,142,6,3,0,3,2,41,32,0,12,184,2,144,36,9
FOXO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXO6,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXP1,381,107,584,1142,1372,548,2003,504,1801,9,566,887,31,245,480,172,757,645,1331,185,308,43,1774,105,5,140,267,1535,42,150,161,653,149,713,67,19
FOXP1.AS1,0,0,0,1,0,0,0,34,0,0,33,0,0,6,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXP2,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
FOXP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXP4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
FOXP4.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXQ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXRED1,0,4,1,0,12,2,0,6,141,0,0,0,0,9,0,0,5,14,3,1,0,142,0,0,4,11,0,0,1,2,8,174,2,0,0,0
FOXRED2,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,4,102,0,0,76,0,0,0,0,6,0,0,0,0,0,36,0,0,0,130
FPGS,0,0,0,0,0,8,0,18,1,82,0,8,0,4,0,0,0,1,7,0,0,0,4,0,0,4,0,38,89,1,0,0,63,0,0,0
FPGT,48,0,27,0,1,49,14,55,0,1,1,1,17,43,0,2,0,308,1,0,0,0,15,0,0,2,0,0,0,0,65,0,4,0,339,0
FPR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FPR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA10AC1,7,0,0,0,18,2,0,27,29,0,0,22,0,1,77,13,1,12,15,0,0,0,4,0,14,1,5,0,5,0,3,0,0,26,0,40
FRAS1,0,0,0,0,4,13,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,133,54,105
FRAT1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRAT2,0,0,53,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2
FREM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,0,0
FREM3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRG1,18,45,4,51,20,20,45,25,76,24,13,35,2,2,28,45,19,13,28,31,3,9,4,85,12,29,38,105,36,57,8,8,42,19,12,58
FRG1B,0,33,1,15,13,23,6,7,4,1,23,1,3,1,0,1,1,1,31,1,7,0,1,5,8,10,9,10,0,0,1,119,39,0,0,2
FRG2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRK,237,0,0,522,0,19,39,0,0,0,417,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,24,325,0,0,1,0,0,45,0,0
FRMD3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,228,0,0
FRMD4A,21,0,0,8,48,22,103,152,103,408,0,1,0,9,11,34,4,12,7,1,0,0,1,0,0,3,77,16,62,1,0,29,22,241,1,14
FRMD4B,653,4,36,67,0,144,359,113,16,1,1,1,0,3,6,55,0,8,262,0,213,5,2,128,45,111,12,62,5,0,18,0,30,7,5,107
FRMD5,0,35,6,0,0,17,59,89,0,10,0,28,0,14,0,0,0,0,0,0,17,0,0,0,0,9,0,14,0,0,0,1,0,0,1,47
FRMD6,97,24,1,127,17,215,26,25,6,71,1015,560,50,41,145,89,457,118,371,1,69,57,10,168,0,82,22,975,24,0,8,1,671,80,20,5
FRMD6.AS1,0,0,0,0,0,29,1,0,0,11,0,30,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,1,0
FRMD6.AS2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
FRMD8,189,1,466,52,319,636,458,419,586,31,8,203,9,267,261,2,76,240,682,457,11,12,171,3,72,131,35,265,12,61,248,9,3,238,0,376
FRMD8P1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRMPD1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRMPD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRMPD2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FRMPD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRMPD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FRRS1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRRS1L,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRS2,6,59,174,10,35,149,420,28,981,1336,138,47,1,129,31,21,430,113,383,32,1007,3073,29,647,608,303,208,679,79,8,63,179,7,78,8,698
